experiment,iteration,mutation_ms,n_gaussians_after,n_gaussians_before,operation,scene,score_ms,total_ms
compact_bbox,12400,8.40329647064209,586598,585575,densify,room,16.78607940673828,25.18937587738037
compact_bbox,12500,7.445504188537598,586254,586598,densify,room,16.80384063720703,24.24934482574463
compact_bbox,12600,8.369152069091797,585731,586254,densify,room,16.950176239013672,25.31932830810547
compact_bbox,12700,7.9431681632995605,586942,585731,densify,room,15.634367942810059,23.57753610610962
compact_bbox,12800,8.12435245513916,588530,586942,densify,room,15.369279861450195,23.493632316589355
compact_bbox,12900,7.532544136047363,587549,588530,densify,room,16.131071090698242,23.663615226745605
compact_bbox,13000,8.934240341186523,586541,587549,densify,room,17.834144592285156,26.76838493347168
compact_bbox,13100,8.123392105102539,587108,586541,densify,room,15.266079902648926,23.389472007751465
compact_bbox,13200,7.707583904266357,585723,587108,densify,room,15.663167953491211,23.37075185775757
compact_bbox,13300,7.363327980041504,585977,585723,densify,room,15.17187213897705,22.535200119018555
compact_bbox,13400,7.984032154083252,585646,585977,densify,room,14.52246379852295,22.5064959526062
compact_bbox,13500,7.465951919555664,584441,585646,densify,room,15.956319808959961,23.422271728515625
compact_bbox,13600,7.299232006072998,585272,584441,densify,room,15.873696327209473,23.17292833328247
compact_bbox,13700,7.226175785064697,585218,585272,densify,room,15.616191864013672,22.84236764907837
compact_bbox,13800,7.550816059112549,584020,585218,densify,room,14.564512252807617,22.115328311920166
compact_bbox,13900,7.908351898193359,582807,584020,densify,room,14.923616409301758,22.831968307495117
compact_bbox,14000,7.593984127044678,581811,582807,densify,room,14.614208221435547,22.208192348480225
compact_bbox,14100,7.811295986175537,581378,581811,densify,room,14.329952239990234,22.14124822616577
compact_bbox,14200,7.742303848266602,581611,581378,densify,room,14.973888397216797,22.7161922454834
compact_bbox,14300,7.458176136016846,584609,581611,densify,room,14.446592330932617,21.904768466949463
compact_bbox,14400,7.498752117156982,585151,584609,densify,room,15.011808395385742,22.510560512542725
compact_bbox,14500,8.565024375915527,585162,585151,densify,room,14.844927787780762,23.40995216369629
compact_bbox,14600,8.119296073913574,584883,585162,densify,room,14.98419189453125,23.103487968444824
compact_bbox,14700,8.138751983642578,586785,584883,densify,room,14.789407730102539,22.928159713745117
compact_bbox,14800,7.559167861938477,586383,586785,densify,room,15.964159965515137,23.523327827453613
compact_bbox,14900,7.524352073669434,586850,586383,densify,room,15.249600410461426,22.77395248413086
compact_bbox,18000,8.270112037658691,495643,586850,vcp_prune,room,14.448639869689941,22.718751907348633
compact_bbox,21000,1.9702399969100952,485442,495643,vcp_prune,room,14.119935989379883,16.090175986289978
backend_split,600,116.71273803710938,63457,54275,densify,bicycle,48.845855712890625,165.55859375
backend_split,700,44.048160552978516,77544,63457,densify,bicycle,11.003104209899902,55.05126476287842
backend_split,800,5.118815898895264,96119,77544,densify,bicycle,13.120575904846191,18.239391803741455
backend_split,900,4.465663909912109,115305,96119,densify,bicycle,10.253215789794922,14.718879699707031
backend_split,1000,6.163455963134766,135729,115305,densify,bicycle,11.72646427154541,17.889920234680176
backend_split,1100,5.418208122253418,161231,135729,densify,bicycle,9.350144386291504,14.768352508544922
backend_split,1200,5.558080196380615,186835,161231,densify,bicycle,8.822943687438965,14.38102388381958
backend_split,1300,5.169151782989502,207072,186835,densify,bicycle,8.59443187713623,13.763583660125732
backend_split,1400,5.2797441482543945,235903,207072,densify,bicycle,10.484736442565918,15.764480590820312
backend_split,1500,6.1378560066223145,256941,235903,densify,bicycle,8.592384338378906,14.73024034500122
backend_split,1600,25.95302391052246,288560,256941,densify,bicycle,8.727807998657227,34.68083190917969
backend_split,1700,5.813248157501221,317562,288560,densify,bicycle,8.58614444732666,14.39939260482788
backend_split,1800,5.913407802581787,354829,317562,densify,bicycle,8.632512092590332,14.54591989517212
backend_split,1900,6.863743782043457,380074,354829,densify,bicycle,9.60319995880127,16.466943740844727
backend_split,2000,6.62937593460083,407761,380074,densify,bicycle,8.509247779846191,15.138623714447021
backend_split,2100,6.462368011474609,435731,407761,densify,bicycle,8.815711975097656,15.278079986572266
backend_split,2200,6.464799880981445,463095,435731,densify,bicycle,8.621696472167969,15.086496353149414
backend_split,2300,8.6496000289917,495240,463095,densify,bicycle,9.685088157653809,18.334688186645508
backend_split,2400,7.262207984924316,524168,495240,densify,bicycle,9.678848266601562,16.94105625152588
backend_split,2500,7.19974422454834,560272,524168,densify,bicycle,9.104384422302246,16.304128646850586
backend_split,2600,7.756800174713135,595753,560272,densify,bicycle,9.367551803588867,17.124351978302002
backend_split,2700,7.567584037780762,627415,595753,densify,bicycle,9.382911682128906,16.950495719909668
backend_split,2800,8.071999549865723,653726,627415,densify,bicycle,8.899776458740234,16.971776008605957
backend_split,2900,9.500320434570312,680222,653726,densify,bicycle,10.075167655944824,19.575488090515137
backend_split,3000,8.614944458007812,709556,680222,densify,bicycle,9.664511680603027,18.27945613861084
backend_split,3100,8.687616348266602,718721,709556,densify,bicycle,12.183551788330078,20.87116813659668
backend_split,3200,8.739487648010254,756532,718721,densify,bicycle,11.794783592224121,20.534271240234375
backend_split,3300,9.438207626342773,777821,756532,densify,bicycle,10.339008331298828,19.7772159576416
backend_split,3400,9.516192436218262,811447,777821,densify,bicycle,10.846367835998535,20.362560272216797
backend_split,3500,9.503744125366211,837636,811447,densify,bicycle,10.18336009979248,19.68710422515869
backend_split,3600,9.720992088317871,870552,837636,densify,bicycle,10.94041633605957,20.66140842437744
backend_split,3700,9.61631965637207,888040,870552,densify,bicycle,10.796095848083496,20.412415504455566
backend_split,3800,9.779199600219727,916625,888040,densify,bicycle,11.214847564697266,20.994047164916992
backend_split,3900,10.04032039642334,949894,916625,densify,bicycle,11.110176086425781,21.15049648284912
backend_split,4000,10.073375701904297,976025,949894,densify,bicycle,10.627936363220215,20.70131206512451
backend_split,4100,11.672479629516602,1000265,976025,densify,bicycle,11.742303848266602,23.414783477783203
backend_split,4200,10.582719802856445,1026626,1000265,densify,bicycle,11.022656440734863,21.60537624359131
backend_split,4300,10.816512107849121,1032535,1026626,densify,bicycle,10.63321590423584,21.44972801208496
backend_split,4400,11.475040435791016,1057015,1032535,densify,bicycle,10.518303871154785,21.9933443069458
backend_split,4500,11.138751983642578,1074533,1057015,densify,bicycle,10.467647552490234,21.606399536132812
backend_split,4600,11.33743953704834,1085161,1074533,densify,bicycle,10.715231895446777,22.052671432495117
backend_split,4700,10.530719757080078,1096422,1085161,densify,bicycle,10.759296417236328,21.290016174316406
backend_split,4800,12.000096321105957,1109543,1096422,densify,bicycle,11.546784400939941,23.5468807220459
backend_split,4900,11.83347225189209,1137854,1109543,densify,bicycle,10.55129623413086,22.38476848602295
backend_split,5000,11.25273609161377,1149613,1137854,densify,bicycle,10.593279838562012,21.84601593017578
backend_split,5100,11.27625560760498,1159001,1149613,densify,bicycle,10.208319664001465,21.484575271606445
backend_split,5200,11.659968376159668,1165284,1159001,densify,bicycle,11.022656440734863,22.68262481689453
backend_split,5300,12.796928405761719,1189537,1165284,densify,bicycle,11.214719772338867,24.011648178100586
backend_split,5400,11.523327827453613,1197807,1189537,densify,bicycle,10.699775695800781,22.223103523254395
backend_split,5500,12.73356819152832,1208213,1197807,densify,bicycle,11.163647651672363,23.897215843200684
backend_split,5600,12.95132827758789,1227187,1208213,densify,bicycle,10.763487815856934,23.714816093444824
backend_split,5700,13.571840286254883,1243679,1227187,densify,bicycle,10.622207641601562,24.194047927856445
backend_split,5800,12.049535751342773,1258879,1243679,densify,bicycle,10.415103912353516,22.46463966369629
backend_split,5900,13.289471626281738,1270796,1258879,densify,bicycle,11.622400283813477,24.911871910095215
backend_split,6000,13.05299186706543,1289591,1270796,densify,bicycle,10.54207992553711,23.59507179260254
backend_split,6100,12.064767837524414,1287273,1289591,densify,bicycle,12.77507209777832,24.839839935302734
backend_split,6200,12.890111923217773,1297536,1287273,densify,bicycle,12.511232376098633,25.401344299316406
backend_split,6300,13.076319694519043,1315396,1297536,densify,bicycle,12.19702434539795,25.273344039916992
backend_split,6400,12.891136169433594,1332404,1315396,densify,bicycle,12.141568183898926,25.03270435333252
backend_split,6500,12.786687850952148,1340894,1332404,densify,bicycle,11.271072387695312,24.05776023864746
backend_split,6600,12.428288459777832,1360018,1340894,densify,bicycle,12.093440055847168,24.521728515625
backend_split,6700,12.596223831176758,1363466,1360018,densify,bicycle,10.597375869750977,23.193599700927734
backend_split,6800,14.219903945922852,1375987,1363466,densify,bicycle,11.917695999145508,26.13759994506836
backend_split,6900,12.972000122070312,1380022,1375987,densify,bicycle,11.017248153686523,23.989248275756836
backend_split,7000,12.942336082458496,1383384,1380022,densify,bicycle,11.027456283569336,23.969792366027832
backend_split,7100,12.659456253051758,1387120,1383384,densify,bicycle,10.950592041015625,23.610048294067383
backend_split,7200,13.095840454101562,1395297,1387120,densify,bicycle,11.212896347045898,24.30873680114746
backend_split,7300,13.45315170288086,1408659,1395297,densify,bicycle,11.273344039916992,24.72649574279785
backend_split,7400,13.727616310119629,1422414,1408659,densify,bicycle,11.857024192810059,25.584640502929688
backend_split,7500,13.786111831665039,1434017,1422414,densify,bicycle,11.550399780273438,25.336511611938477
backend_split,7600,13.387776374816895,1444045,1434017,densify,bicycle,11.527168273925781,24.914944648742676
backend_split,7700,13.605888366699219,1448749,1444045,densify,bicycle,11.376352310180664,24.982240676879883
backend_split,7800,13.291328430175781,1452674,1448749,densify,bicycle,11.403231620788574,24.694560050964355
backend_split,7900,13.90982437133789,1466076,1452674,densify,bicycle,11.519200325012207,25.429024696350098
backend_split,8000,13.836288452148438,1477005,1466076,densify,bicycle,11.384544372558594,25.22083282470703
backend_split,8100,13.295616149902344,1479190,1477005,densify,bicycle,10.801152229309082,24.096768379211426
backend_split,8200,13.2258882522583,1489557,1479190,densify,bicycle,10.86195182800293,24.08784008026123
backend_split,8300,13.46668815612793,1494036,1489557,densify,bicycle,11.225152015686035,24.691840171813965
backend_split,8400,13.698240280151367,1500831,1494036,densify,bicycle,10.54207992553711,24.240320205688477
backend_split,8500,14.722368240356445,1513020,1500831,densify,bicycle,11.571200370788574,26.29356861114502
backend_split,8600,15.781023979187012,1522254,1513020,densify,bicycle,11.201536178588867,26.98256015777588
backend_split,8700,13.973535537719727,1528227,1522254,densify,bicycle,11.293696403503418,25.267231941223145
backend_split,8800,13.733823776245117,1537169,1528227,densify,bicycle,10.760512351989746,24.494336128234863
backend_split,8900,14.095359802246094,1541142,1537169,densify,bicycle,10.961919784545898,25.057279586791992
backend_split,9000,13.911808013916016,1549802,1541142,densify,bicycle,10.724639892578125,24.63644790649414
backend_split,9100,14.551168441772461,1551348,1549802,densify,bicycle,13.379551887512207,27.930720329284668
backend_split,9200,14.79372787475586,1554704,1551348,densify,bicycle,12.777471542358398,27.571199417114258
backend_split,9300,14.048255920410156,1559871,1554704,densify,bicycle,12.224224090576172,26.272480010986328
backend_split,9400,14.981856346130371,1561424,1559871,densify,bicycle,13.722911834716797,28.704768180847168
backend_split,9500,14.673727989196777,1561725,1561424,densify,bicycle,11.275456428527832,25.94918441772461
backend_split,9600,14.632960319519043,1560613,1561725,densify,bicycle,11.242143630981445,25.87510395050049
backend_split,9700,14.04758358001709,1561360,1560613,densify,bicycle,10.88809585571289,24.93567943572998
backend_split,9800,14.193408012390137,1567583,1561360,densify,bicycle,11.629823684692383,25.82323169708252
backend_split,9900,14.096384048461914,1581844,1567583,densify,bicycle,11.326175689697266,25.42255973815918
backend_split,10000,14.190752029418945,1583665,1581844,densify,bicycle,11.45241641998291,25.643168449401855
backend_split,10100,14.272735595703125,1594578,1583665,densify,bicycle,11.630623817443848,25.903359413146973
backend_split,10200,15.470208168029785,1597792,1594578,densify,bicycle,12.845439910888672,28.315648078918457
backend_split,10300,15.682592391967773,1598360,1597792,densify,bicycle,11.84768009185791,27.530272483825684
backend_split,10400,14.261247634887695,1598977,1598360,densify,bicycle,10.792960166931152,25.054207801818848
backend_split,10500,14.061568260192871,1604965,1598977,densify,bicycle,11.475775718688965,25.537343978881836
backend_split,10600,14.826496124267578,1610877,1604965,densify,bicycle,12.054304122924805,26.880800247192383
backend_split,10700,14.297087669372559,1609396,1610877,densify,bicycle,10.771167755126953,25.06825542449951
backend_split,10800,14.794624328613281,1610626,1609396,densify,bicycle,11.684991836547852,26.479616165161133
backend_split,10900,14.832639694213867,1615256,1610626,densify,bicycle,12.108799934387207,26.941439628601074
backend_split,11000,15.310879707336426,1623703,1615256,densify,bicycle,12.154047966003418,27.464927673339844
backend_split,11100,14.995360374450684,1626765,1623703,densify,bicycle,11.830368041992188,26.82572841644287
backend_split,11200,15.036416053771973,1633303,1626765,densify,bicycle,11.753472328186035,26.789888381958008
backend_split,11300,14.856096267700195,1639503,1633303,densify,bicycle,10.720255851745605,25.5763521194458
backend_split,11400,15.343680381774902,1644748,1639503,densify,bicycle,11.328512191772461,26.672192573547363
backend_split,11500,14.523391723632812,1650001,1644748,densify,bicycle,10.891263961791992,25.414655685424805
backend_split,11600,14.59228801727295,1657363,1650001,densify,bicycle,12.105728149414062,26.69801616668701
backend_split,11700,15.329312324523926,1657903,1657363,densify,bicycle,11.31708812713623,26.646400451660156
backend_split,11800,14.638079643249512,1659027,1657903,densify,bicycle,10.919936180114746,25.558015823364258
backend_split,11900,14.186495780944824,1666594,1659027,densify,bicycle,11.875200271606445,26.06169605255127
backend_split,12000,14.785504341125488,1666100,1666594,densify,bicycle,10.945535659790039,25.731040000915527
backend_split,12100,14.60431957244873,1664705,1666100,densify,bicycle,13.54751968383789,28.15183925628662
backend_split,12200,15.115455627441406,1669815,1664705,densify,bicycle,12.247039794921875,27.36249542236328
backend_split,12300,15.6112642288208,1676570,1669815,densify,bicycle,12.742655754089355,28.353919982910156
backend_split,12400,15.561727523803711,1685029,1676570,densify,bicycle,12.34124755859375,27.90297508239746
backend_split,12500,15.41312026977539,1692081,1685029,densify,bicycle,12.163200378417969,27.57632064819336
backend_split,12600,15.581184387207031,1701140,1692081,densify,bicycle,12.464127540588379,28.04531192779541
backend_split,12700,14.950176239013672,1699586,1701140,densify,bicycle,11.056159973144531,26.006336212158203
backend_split,12800,15.474335670471191,1702664,1699586,densify,bicycle,11.787263870239258,27.26159954071045
backend_split,12900,15.863455772399902,1707990,1702664,densify,bicycle,11.73846435546875,27.601920127868652
backend_split,13000,15.888031959533691,1717057,1707990,densify,bicycle,11.805024147033691,27.693056106567383
backend_split,13100,15.910911560058594,1719711,1717057,densify,bicycle,11.382783889770508,27.2936954498291
backend_split,13200,15.388671875,1723534,1719711,densify,bicycle,11.638751983642578,27.027423858642578
backend_split,13300,15.99180793762207,1724860,1723534,densify,bicycle,11.297792434692383,27.289600372314453
backend_split,13400,17.686399459838867,1728110,1724860,densify,bicycle,11.688063621520996,29.374463081359863
backend_split,13500,15.029024124145508,1728859,1728110,densify,bicycle,11.32425594329834,26.353280067443848
backend_split,13600,15.295488357543945,1734156,1728859,densify,bicycle,11.795328140258789,27.090816497802734
backend_split,13700,16.0,1733094,1734156,densify,bicycle,11.373567581176758,27.373567581176758
backend_split,13800,15.103872299194336,1734324,1733094,densify,bicycle,11.263744354248047,26.367616653442383
backend_split,13900,16.523263931274414,1737068,1734324,densify,bicycle,11.091967582702637,27.61523151397705
backend_split,14000,15.185919761657715,1738069,1737068,densify,bicycle,11.445088386535645,26.63100814819336
backend_split,14100,15.816864013671875,1740740,1738069,densify,bicycle,11.34284782409668,27.159711837768555
backend_split,14200,15.834272384643555,1739737,1740740,densify,bicycle,11.559136390686035,27.39340877532959
backend_split,14300,14.980192184448242,1742724,1739737,densify,bicycle,11.54969596862793,26.529888153076172
backend_split,14400,15.542271614074707,1746302,1742724,densify,bicycle,11.946847915649414,27.48911952972412
backend_split,14500,15.298336029052734,1750752,1746302,densify,bicycle,11.69638442993164,26.994720458984375
backend_split,14600,14.97321605682373,1754411,1750752,densify,bicycle,11.940863609313965,26.914079666137695
backend_split,14700,15.430463790893555,1752596,1754411,densify,bicycle,10.65283203125,26.083295822143555
backend_split,14800,15.423487663269043,1755097,1752596,densify,bicycle,11.499520301818848,26.92300796508789
backend_split,14900,15.73193645477295,1754377,1755097,densify,bicycle,10.90060806274414,26.63254451751709
backend_split,18000,12.215295791625977,1534718,1754377,vcp_prune,bicycle,10.878016471862793,23.09331226348877
backend_split,21000,4.375552177429199,1512370,1534718,vcp_prune,bicycle,10.755999565124512,15.131551742553711
backend_split,600,103.35472106933594,218632,138766,densify,garden,47.474464416503906,150.82918548583984
backend_split,700,47.638526916503906,326079,218632,densify,garden,15.435551643371582,63.07407855987549
backend_split,800,9.061375617980957,470928,326079,densify,garden,12.708864212036133,21.77023983001709
backend_split,900,9.176192283630371,604971,470928,densify,garden,12.462080001831055,21.638272285461426
backend_split,1000,8.910847663879395,751628,604971,densify,garden,12.218048095703125,21.12889575958252
backend_split,1100,10.133503913879395,898115,751628,densify,garden,13.381631851196289,23.515135765075684
backend_split,1200,11.287551879882812,1021922,898115,densify,garden,13.389823913574219,24.67737579345703
backend_split,1300,31.361408233642578,1150174,1021922,densify,garden,12.901023864746094,44.26243209838867
backend_split,1400,12.440287590026855,1265842,1150174,densify,garden,13.360063552856445,25.8003511428833
backend_split,1500,12.978816032409668,1369831,1265842,densify,garden,13.877632141113281,26.85644817352295
backend_split,1600,13.963264465332031,1479205,1369831,densify,garden,14.803808212280273,28.767072677612305
backend_split,1700,13.997056007385254,1568214,1479205,densify,garden,14.711808204650879,28.708864212036133
backend_split,1800,15.5863037109375,1662068,1568214,densify,garden,14.655488014221191,30.24179172515869
backend_split,1900,16.643840789794922,1738153,1662068,densify,garden,14.909503936767578,31.5533447265625
backend_split,2000,16.541696548461914,1799440,1738153,densify,garden,15.166239738464355,31.70793628692627
backend_split,2100,16.870624542236328,1877763,1799440,densify,garden,15.787008285522461,32.65763282775879
backend_split,2200,16.67852783203125,1941598,1877763,densify,garden,15.974783897399902,32.65331172943115
backend_split,2300,17.699840545654297,2004626,1941598,densify,garden,15.633407592773438,33.333248138427734
backend_split,2400,18.075647354125977,2072116,2004626,densify,garden,16.61849594116211,34.694143295288086
backend_split,2500,18.053119659423828,2128051,2072116,densify,garden,16.590848922729492,34.64396858215332
backend_split,2600,18.326528549194336,2174924,2128051,densify,garden,16.903104782104492,35.22963333129883
backend_split,2700,20.44825553894043,2207392,2174924,densify,garden,16.89664077758789,37.34489631652832
backend_split,2800,18.820959091186523,2250225,2207392,densify,garden,17.217695236206055,36.03865432739258
backend_split,2900,19.223552703857422,2286031,2250225,densify,garden,17.073152542114258,36.29670524597168
backend_split,3000,19.329376220703125,2324650,2286031,densify,garden,17.642335891723633,36.97171211242676
backend_split,3100,20.08883285522461,2343227,2324650,densify,garden,20.10620880126953,40.19504165649414
backend_split,3200,19.7640323638916,2380631,2343227,densify,garden,19.5166072845459,39.2806396484375
backend_split,3300,20.308992385864258,2422847,2380631,densify,garden,19.381248474121094,39.69024085998535
backend_split,3400,21.20742416381836,2454709,2422847,densify,garden,19.31648063659668,40.52390480041504
backend_split,3500,20.717567443847656,2490265,2454709,densify,garden,19.554304122924805,40.27187156677246
backend_split,3600,20.250688552856445,2506759,2490265,densify,garden,18.672639846801758,38.9233283996582
backend_split,3700,21.84876823425293,2537347,2506759,densify,garden,19.47270393371582,41.32147216796875
backend_split,3800,21.147808074951172,2573821,2537347,densify,garden,19.5020809173584,40.64988899230957
backend_split,3900,22.697216033935547,2595311,2573821,densify,garden,19.501056671142578,42.198272705078125
backend_split,4000,21.045024871826172,2618656,2595311,densify,garden,19.001567840576172,40.046592712402344
backend_split,4100,20.935680389404297,2624466,2618656,densify,garden,18.80544090270996,39.74112129211426
backend_split,4200,21.930912017822266,2644687,2624466,densify,garden,19.501087188720703,41.43199920654297
backend_split,4300,21.586944580078125,2656713,2644687,densify,garden,19.433504104614258,41.02044868469238
backend_split,4400,21.296255111694336,2667656,2656713,densify,garden,19.120895385742188,40.41715049743652
backend_split,4500,21.833728790283203,2670080,2667656,densify,garden,18.65727996826172,40.49100875854492
backend_split,4600,21.520736694335938,2679231,2670080,densify,garden,19.39967918395996,40.9204158782959
backend_split,4700,21.552127838134766,2693787,2679231,densify,garden,19.179519653320312,40.73164749145508
backend_split,4800,22.29542350769043,2702293,2693787,densify,garden,19.512447357177734,41.807870864868164
backend_split,4900,21.5960636138916,2701267,2702293,densify,garden,19.000415802001953,40.596479415893555
backend_split,5000,21.743616104125977,2716009,2701267,densify,garden,19.101696014404297,40.84531211853027
backend_split,5100,21.455135345458984,2719876,2716009,densify,garden,16.73209571838379,38.18723106384277
backend_split,5200,21.606399536132812,2720542,2719876,densify,garden,16.841983795166016,38.44838333129883
backend_split,5300,21.70572853088379,2728639,2720542,densify,garden,16.488447189331055,38.194175720214844
backend_split,5400,22.785024642944336,2736959,2728639,densify,garden,16.973600387573242,39.75862503051758
backend_split,5500,21.646272659301758,2735263,2736959,densify,garden,16.49772834777832,38.14400100708008
backend_split,5600,21.807104110717773,2746014,2735263,densify,garden,17.0567684173584,38.86387252807617
backend_split,5700,21.5831356048584,2748570,2746014,densify,garden,16.495616912841797,38.078752517700195
backend_split,5800,21.982208251953125,2762213,2748570,densify,garden,17.037023544311523,39.01923179626465
backend_split,5900,22.388671875,2772621,2762213,densify,garden,16.825376510620117,39.21404838562012
backend_split,6000,22.038272857666016,2782969,2772621,densify,garden,16.78873634338379,38.827009201049805
backend_split,6100,21.810176849365234,2785793,2782969,densify,garden,19.49388885498047,41.3040657043457
backend_split,6200,22.466720581054688,2794930,2785793,densify,garden,17.97635269165039,40.44307327270508
backend_split,6300,22.141952514648438,2812363,2794930,densify,garden,17.97724723815918,40.11919975280762
backend_split,6400,22.165695190429688,2811210,2812363,densify,garden,17.455007553100586,39.62070274353027
backend_split,6500,22.27916717529297,2821639,2811210,densify,garden,17.861631393432617,40.140798568725586
backend_split,6600,22.09996795654297,2817517,2821639,densify,garden,17.00966453552246,39.10963249206543
backend_split,6700,22.248767852783203,2816425,2817517,densify,garden,17.41823959350586,39.66700744628906
backend_split,6800,22.13680076599121,2811984,2816425,densify,garden,16.664480209350586,38.8012809753418
backend_split,6900,22.362112045288086,2819260,2811984,densify,garden,17.459999084472656,39.82211112976074
backend_split,7000,22.200159072875977,2822146,2819260,densify,garden,16.96988868713379,39.170047760009766
backend_split,7100,22.508447647094727,2822595,2822146,densify,garden,17.221887588500977,39.7303352355957
backend_split,7200,22.900863647460938,2820479,2822595,densify,garden,16.763904571533203,39.66476821899414
backend_split,7300,22.28633689880371,2817587,2820479,densify,garden,17.176576614379883,39.462913513183594
backend_split,7400,21.91974449157715,2816423,2817587,densify,garden,16.78335952758789,38.70310401916504
backend_split,7500,22.137664794921875,2820473,2816423,densify,garden,16.507104873657227,38.6447696685791
backend_split,7600,22.343584060668945,2828839,2820473,densify,garden,17.01206398010254,39.355648040771484
backend_split,7700,22.890239715576172,2825188,2828839,densify,garden,17.320192337036133,40.210432052612305
backend_split,7800,22.52390480041504,2825604,2825188,densify,garden,16.926719665527344,39.45062446594238
backend_split,7900,22.549407958984375,2821667,2825604,densify,garden,16.964704513549805,39.51411247253418
backend_split,8000,22.322975158691406,2829055,2821667,densify,garden,16.749792098999023,39.07276725769043
backend_split,8100,22.27574348449707,2833962,2829055,densify,garden,16.864608764648438,39.14035224914551
backend_split,8200,22.831327438354492,2836437,2833962,densify,garden,16.90928077697754,39.74060821533203
backend_split,8300,22.2238712310791,2832786,2836437,densify,garden,16.189247131347656,38.41311836242676
backend_split,8400,22.330623626708984,2830790,2832786,densify,garden,16.495712280273438,38.82633590698242
backend_split,8500,23.157760620117188,2828157,2830790,densify,garden,16.7587833404541,39.91654396057129
backend_split,8600,22.80873680114746,2837893,2828157,densify,garden,16.992319107055664,39.801055908203125
backend_split,8700,22.49728012084961,2836313,2837893,densify,garden,16.759807586669922,39.25708770751953
backend_split,8800,22.479808807373047,2846582,2836313,densify,garden,17.111103057861328,39.590911865234375
backend_split,8900,22.427648544311523,2843919,2846582,densify,garden,16.500736236572266,38.92838478088379
backend_split,9000,23.283519744873047,2848038,2843919,densify,garden,16.68115234375,39.96467208862305
backend_split,9100,22.175743103027344,2851252,2848038,densify,garden,17.77782440185547,39.95356750488281
backend_split,9200,22.36412811279297,2850845,2851252,densify,garden,17.7807674407959,40.14489555358887
backend_split,9300,22.746816635131836,2855908,2850845,densify,garden,17.9201602935791,40.66697692871094
backend_split,9400,22.4583683013916,2857734,2855908,densify,garden,17.804288864135742,40.262657165527344
backend_split,9500,22.921024322509766,2854468,2857734,densify,garden,17.022144317626953,39.94316864013672
backend_split,9600,23.965696334838867,2859562,2854468,densify,garden,17.41619110107422,41.381887435913086
backend_split,9700,22.605823516845703,2866628,2859562,densify,garden,17.666048049926758,40.27187156677246
backend_split,9800,24.005632400512695,2863786,2866628,densify,garden,17.157119750976562,41.16275215148926
backend_split,9900,23.037952423095703,2864251,2863786,densify,garden,16.941247940063477,39.97920036315918
backend_split,10000,23.26630401611328,2869197,2864251,densify,garden,16.62566375732422,39.8919677734375
backend_split,10100,22.762815475463867,2865059,2869197,densify,garden,16.2478084564209,39.010623931884766
backend_split,10200,23.11065673828125,2861761,2865059,densify,garden,16.441343307495117,39.55200004577637
backend_split,10300,23.140352249145508,2871095,2861761,densify,garden,17.18169593811035,40.32204818725586
backend_split,10400,23.315263748168945,2871724,2871095,densify,garden,16.716991424560547,40.03225517272949
backend_split,10500,22.700031280517578,2869623,2871724,densify,garden,16.462848663330078,39.162879943847656
backend_split,10600,23.30316734313965,2871434,2869623,densify,garden,17.447935104370117,40.751102447509766
backend_split,10700,23.29692840576172,2877084,2871434,densify,garden,17.069120407104492,40.36604881286621
backend_split,10800,22.872800827026367,2879867,2877084,densify,garden,16.0361270904541,38.90892791748047
backend_split,10900,22.51571273803711,2879961,2879867,densify,garden,16.414623260498047,38.930335998535156
backend_split,11000,22.595584869384766,2883364,2879961,densify,garden,16.487424850463867,39.08300971984863
backend_split,11100,22.709951400756836,2891350,2883364,densify,garden,16.86662483215332,39.576576232910156
backend_split,11200,23.399520874023438,2897916,2891350,densify,garden,17.00271987915039,40.40224075317383
backend_split,11300,22.670400619506836,2895594,2897916,densify,garden,16.320512771606445,38.99091339111328
backend_split,11400,22.769664764404297,2894332,2895594,densify,garden,16.56332778930664,39.33299255371094
backend_split,11500,23.027423858642578,2892657,2894332,densify,garden,16.95132827758789,39.97875213623047
backend_split,11600,22.605440139770508,2895562,2892657,densify,garden,16.68726348876953,39.29270362854004
backend_split,11700,22.568960189819336,2892498,2895562,densify,garden,16.266239166259766,38.8351993560791
backend_split,11800,22.65395164489746,2896735,2892498,densify,garden,16.35430335998535,39.00825500488281
backend_split,11900,22.92140769958496,2901374,2896735,densify,garden,16.37273597717285,39.29414367675781
backend_split,12000,22.88844871520996,2902492,2901374,densify,garden,16.199392318725586,39.08784103393555
backend_split,12100,23.29190444946289,2908326,2902492,densify,garden,18.636735916137695,41.928640365600586
backend_split,12200,23.392288208007812,2914505,2908326,densify,garden,17.860736846923828,41.25302505493164
backend_split,12300,24.004383087158203,2925733,2914505,densify,garden,17.681631088256836,41.68601417541504
backend_split,12400,23.041696548461914,2928536,2925733,densify,garden,17.147232055664062,40.18892860412598
backend_split,12500,22.855680465698242,2933037,2928536,densify,garden,17.20729637145996,40.0629768371582
backend_split,12600,23.014400482177734,2935546,2933037,densify,garden,17.19375991821289,40.208160400390625
backend_split,12700,23.20038414001465,2939610,2935546,densify,garden,17.262815475463867,40.463199615478516
backend_split,12800,23.07276725769043,2940167,2939610,densify,garden,16.647167205810547,39.71993446350098
backend_split,12900,23.789567947387695,2951978,2940167,densify,garden,17.948671340942383,41.73823928833008
backend_split,13000,23.702335357666016,2948496,2951978,densify,garden,16.88185691833496,40.58419227600098
